NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Route
3529305,2023-05-11,2023-05-11,18:12:28,18:14:00,3067.0,2000000.0,"1,533",114.4,112.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3531060,2023-05-12,2023-05-12,16:55:29,16:57:00,3488.0,2300000.0,"1,517",139.6,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531200,2023-05-12,2023-05-12,17:17:29,17:20:03,8462.0,3297000.0,"2,567",135.1,131.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532002,2023-05-14,2023-05-14,10:22:23,11:36:00,310258.0,4215000.0,"73,617",136.9,133.4,A,50,A50,ascending,Oss,Arnhem,Spoedreparatie,E-A
3532474,2023-05-15,2023-05-15,07:32:25,07:34:00,3167.0,2000000.0,"1,583",133.9,131.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532493,2023-05-15,2023-05-15,07:36:26,07:44:00,18562.0,2453000.0,"7,567",154.5,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528124,2023-05-11,2023-05-11,15:54:28,15:56:00,3067.0,2000000.0,"1,533",132.1,130.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3530664,2023-05-12,2023-05-12,16:01:28,16:14:01,33978.0,2707000.0,"12,550",137.1,135.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531183,2023-05-12,2023-05-12,17:15:29,17:19:00,7530.0,2141000.0,"3,517",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531305,2023-05-12,2023-05-12,17:34:29,17:36:00,3033.0,2000000.0,"1,517",133.7,131.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532587,2023-05-15,2023-05-15,07:52:26,07:55:03,5327.0,2036000.0,"2,617",154.3,152.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3529121,2023-05-11,2023-05-11,17:41:29,18:06:03,104648.0,4260000.0,"24,567",117.9,114.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3530326,2023-05-12,2023-05-12,15:17:28,15:25:03,19028.0,2509000.0,"7,583",135.4,132.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532499,2023-05-15,2023-05-15,07:37:25,07:40:03,11103.0,4216000.0,"2,633",140.0,135.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532522,2023-05-15,2023-05-15,07:41:25,07:43:00,4750.0,3000000.0,"1,583",145.3,142.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528219,2023-05-11,2023-05-11,16:06:28,16:44:01,175763.0,4681000.0,"37,550",140.1,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3530477,2023-05-12,2023-05-12,15:40:28,15:43:00,5670.0,2238000.0,"2,533",133.7,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3530919,2023-05-12,2023-05-12,16:31:28,16:33:00,3067.0,2000000.0,"1,533",135.0,133.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531243,2023-05-12,2023-05-12,17:24:29,17:31:00,22368.0,3432000.0,"6,517",135.9,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531277,2023-05-12,2023-05-12,17:30:29,17:32:00,3640.0,2400000.0,"1,517",119.6,117.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3531403,2023-05-12,2023-05-12,17:57:28,18:07:00,45155.0,4737000.0,"9,533",140.5,136.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533614,2023-05-15,2023-05-15,17:02:29,17:04:00,3033.0,2000000.0,"1,517",115.4,113.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528314,2023-05-11,2023-05-11,16:18:28,16:31:01,37157.0,2961000.0,"12,550",99.9,95.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528488,2023-05-11,2023-05-11,16:37:29,16:39:00,5460.0,3600000.0,"1,517",101.1,97.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528664,2023-05-11,2023-05-11,16:55:28,17:07:01,41470.0,3590000.0,"11,550",139.4,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3530515,2023-05-12,2023-05-12,15:44:28,15:46:03,3483.0,2200000.0,"1,583",133.7,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3530796,2023-05-12,2023-05-12,16:16:29,16:19:00,6145.0,2442000.0,"2,517",133.9,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531452,2023-05-12,2023-05-12,18:16:28,18:19:00,5320.0,2100000.0,"2,533",139.5,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533673,2023-05-15,2023-05-15,17:15:29,17:17:00,3185.0,2100000.0,"1,517",107.7,105.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533716,2023-05-15,2023-05-15,17:21:29,17:31:00,34102.0,3583000.0,"9,517",114.9,111.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3534156,2023-05-16,2023-05-16,07:15:25,07:18:00,6755.0,2615000.0,"2,583",159.2,157.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534405,2023-05-16,2023-05-16,07:51:27,07:55:03,8978.0,2494000.0,"3,600",140.2,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528590,2023-05-11,2023-05-11,16:48:29,16:58:02,28450.0,2979000.0,"9,550",102.2,99.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528676,2023-05-11,2023-05-11,16:56:29,17:59:00,273683.0,4378000.0,"62,517",115.3,113.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528764,2023-05-11,2023-05-11,17:06:29,17:10:04,9198.0,2567000.0,"3,583",100.4,97.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528951,2023-05-11,2023-05-11,17:25:29,17:28:00,5525.0,2195000.0,"2,517",102.0,99.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3534209,2023-05-16,2023-05-16,07:25:25,07:29:00,15808.0,4412000.0,"3,583",159.7,154.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534356,2023-05-16,2023-05-16,07:46:27,07:59:01,34838.0,2772000.0,"12,567",137.6,135.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534463,2023-05-16,2023-05-16,07:55:27,07:57:00,4030.0,2600000.0,"1,550",139.5,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532803,2023-05-15,2023-05-15,08:29:27,08:32:00,5702.0,2236000.0,"2,550",159.7,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528333,2023-05-11,2023-05-11,16:20:28,16:31:01,34860.0,3304000.0,"10,550",139.6,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528597,2023-05-11,2023-05-11,16:49:29,16:56:01,23630.0,3617000.0,"6,533",118.7,115.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3531096,2023-05-12,2023-05-12,17:00:29,17:02:00,5763.0,3800000.0,"1,517",139.3,135.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3531097,2023-05-12,2023-05-12,17:00:29,17:03:00,5367.0,2132000.0,"2,517",115.1,113.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3534448,2023-05-16,2023-05-16,07:54:27,07:57:00,6310.0,2475000.0,"2,550",154.8,152.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534572,2023-05-16,2023-05-16,08:08:28,08:10:04,3840.0,2400000.0,"1,600",159.6,157.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528603,2023-05-11,2023-05-11,16:50:29,16:55:05,10983.0,2388000.0,"4,600",106.8,104.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528778,2023-05-11,2023-05-11,17:08:29,17:12:00,10645.0,3027000.0,"3,517",139.4,136.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528961,2023-05-11,2023-05-11,17:26:29,17:50:03,105042.0,4457000.0,"23,567",139.6,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3530946,2023-05-12,2023-05-12,16:35:28,16:46:02,29930.0,2832000.0,"10,567",136.0,131.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532922,2023-05-15,2023-05-15,08:51:27,09:34:00,170802.0,4014000.0,"42,550",158.2,156.2,A,50,A50,ascending,Oss,Arnhem,Accident(s),E-A
3533343,2023-05-15,2023-05-15,16:11:28,16:13:00,3373.0,2200000.0,"1,533",105.7,103.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533392,2023-05-15,2023-05-15,16:21:28,16:37:00,40935.0,2635000.0,"15,533",137.0,134.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533482,2023-05-15,2023-05-15,16:37:28,16:39:00,3067.0,2000000.0,"1,533",120.2,118.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533515,2023-05-15,2023-05-15,16:43:29,16:45:03,3917.0,2500000.0,"1,567",118.5,116.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533645,2023-05-15,2023-05-15,17:10:28,17:12:00,3987.0,2600000.0,"1,533",113.6,111.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533682,2023-05-15,2023-05-15,17:16:29,17:20:03,7938.0,2226000.0,"3,567",115.8,113.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533717,2023-05-15,2023-05-15,17:21:29,17:23:00,3792.0,2500000.0,"1,517",118.8,116.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528428,2023-05-11,2023-05-11,16:31:28,16:33:00,3067.0,2000000.0,"1,533",132.4,130.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533438,2023-05-15,2023-05-15,16:28:28,16:30:05,3233.0,2000000.0,"1,617",114.5,112.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3532651,2023-05-15,2023-05-15,08:02:27,08:05:03,5290.0,2035000.0,"2,600",154.5,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534146,2023-05-16,2023-05-16,07:12:25,07:18:00,12043.0,2157000.0,"5,583",139.7,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3529075,2023-05-11,2023-05-11,17:37:29,18:09:01,110610.0,3508000.0,"31,533",139.5,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3529369,2023-05-11,2023-05-11,18:34:27,18:39:00,9593.0,2108000.0,"4,550",135.7,133.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533656,2023-05-15,2023-05-15,17:12:29,17:28:00,35987.0,2319000.0,"15,517",140.0,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533863,2023-05-15,2023-05-15,17:46:28,17:50:03,8285.0,2312000.0,"3,583",108.1,105.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3532630,2023-05-15,2023-05-15,07:58:27,08:01:03,5460.0,2100000.0,"2,600",154.5,152.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532688,2023-05-15,2023-05-15,08:09:27,08:11:00,3255.0,2100000.0,"1,550",154.7,152.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532749,2023-05-15,2023-05-15,08:20:27,08:23:00,6227.0,2442000.0,"2,550",159.4,157.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534221,2023-05-16,2023-05-16,07:27:26,07:29:00,3447.0,2200000.0,"1,567",159.6,157.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534318,2023-05-16,2023-05-16,07:42:26,07:46:00,8643.0,2423000.0,"3,567",139.8,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534477,2023-05-16,2023-05-16,07:57:27,08:45:03,261602.0,5496000.0,"47,600",159.6,157.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528259,2023-05-11,2023-05-11,16:11:28,16:13:00,3220.0,2100000.0,"1,533",98.9,96.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528260,2023-05-11,2023-05-11,16:11:28,16:16:00,9447.0,2084000.0,"4,533",132.3,130.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532345,2023-05-15,2023-05-15,06:51:23,06:53:00,3233.0,2000000.0,"1,617",152.2,150.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532664,2023-05-15,2023-05-15,08:05:27,08:07:00,3255.0,2100000.0,"1,550",154.5,152.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532721,2023-05-15,2023-05-15,08:14:27,08:21:02,26348.0,4002000.0,"6,583",139.4,136.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532753,2023-05-15,2023-05-15,08:21:27,08:25:03,7292.0,2025000.0,"3,600",139.7,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534478,2023-05-16,2023-05-16,07:57:27,08:14:00,51470.0,3110000.0,"16,550",139.3,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534479,2023-05-16,2023-05-16,07:57:27,07:59:00,3255.0,2100000.0,"1,550",154.7,152.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528180,2023-05-11,2023-05-11,16:01:28,16:09:00,22195.0,2946000.0,"7,533",103.3,101.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528982,2023-05-11,2023-05-11,17:28:28,17:33:00,10692.0,2358000.0,"4,533",115.9,113.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3529086,2023-05-11,2023-05-11,17:38:29,17:45:04,14198.0,2157000.0,"6,583",113.2,111.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3532349,2023-05-15,2023-05-15,06:53:24,08:16:57,489995.0,5865000.0,"83,550",152.2,150.0,A,50,A50,ascending,Oss,Arnhem,Ongeval (met opruim/berging),E-A
3532730,2023-05-15,2023-05-15,08:16:27,08:19:00,5355.0,2100000.0,"2,550",160.9,158.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534398,2023-05-16,2023-05-16,07:50:27,07:53:00,5413.0,2123000.0,"2,550",152.5,150.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533401,2023-05-15,2023-05-15,16:22:28,16:26:00,12573.0,3558000.0,"3,533",113.5,111.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528272,2023-05-11,2023-05-11,16:13:28,16:15:04,3200.0,2000000.0,"1,600",98.4,96.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528629,2023-05-11,2023-05-11,16:52:29,16:54:00,3640.0,2400000.0,"1,517",139.6,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534495,2023-05-16,2023-05-16,07:59:27,08:01:03,3360.0,2100000.0,"1,600",154.3,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3532825,2023-05-15,2023-05-15,08:33:27,08:35:05,3757.0,2300000.0,"1,633",159.6,157.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533451,2023-05-15,2023-05-15,16:31:28,16:50:03,51203.0,2755000.0,"18,583",113.7,111.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533532,2023-05-15,2023-05-15,16:45:29,17:49:01,314558.0,4951000.0,"63,533",116.6,113.3,A,50,A50,ascending,Eindhoven,Oss,Accident(s),E-A
3533602,2023-05-15,2023-05-15,17:00:28,17:02:00,3680.0,2400000.0,"1,533",115.7,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528815,2023-05-11,2023-05-11,17:12:28,17:14:00,3373.0,2200000.0,"1,533",133.6,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528898,2023-05-11,2023-05-11,17:20:29,17:26:03,15615.0,2805000.0,"5,567",139.7,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533363,2023-05-15,2023-05-15,16:15:28,16:30:05,33017.0,2259000.0,"14,617",103.3,101.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533499,2023-05-15,2023-05-15,16:41:28,16:44:00,5557.0,2193000.0,"2,533",133.8,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533572,2023-05-15,2023-05-15,16:53:29,16:59:00,13918.0,2523000.0,"5,517",136.2,133.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3533664,2023-05-15,2023-05-15,17:13:29,17:16:02,5365.0,2104000.0,"2,550",120.2,118.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533737,2023-05-15,2023-05-15,17:25:29,17:30:04,9788.0,2136000.0,"4,583",103.8,101.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3533897,2023-05-15,2023-05-15,17:54:28,18:08:00,44903.0,3318000.0,"13,533",116.8,112.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3534150,2023-05-16,2023-05-16,07:13:25,07:23:00,24748.0,2582000.0,"9,583",135.8,133.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534177,2023-05-16,2023-05-16,07:19:25,07:23:00,11163.0,3115000.0,"3,583",159.7,157.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534199,2023-05-16,2023-05-16,07:23:25,07:36:02,40315.0,3195000.0,"12,617",136.4,134.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3534235,2023-05-16,2023-05-16,07:30:26,07:53:00,77068.0,3415000.0,"22,567",158.4,155.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3528283,2023-05-11,2023-05-11,16:15:28,16:18:00,10798.0,4262000.0,"2,533",100.8,96.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3528457,2023-05-11,2023-05-11,16:34:28,17:28:00,284170.0,5308000.0,"53,533",139.7,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3518051,2023-05-05,2023-05-05,16:02:28,16:04:01,3720.0,2400000.0,"1,550",115.9,113.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518421,2023-05-05,2023-05-05,17:12:27,17:20:04,22633.0,2972000.0,"7,617",114.7,112.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3519605,2023-05-08,2023-05-08,07:39:26,08:07:01,80487.0,2918000.0,"27,583",157.1,154.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3519678,2023-05-08,2023-05-08,07:51:26,07:53:00,3447.0,2200000.0,"1,567",159.6,157.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515434,2023-05-04,2023-05-04,16:26:29,17:56:02,421168.0,4703000.0,"89,550",116.6,114.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3515965,2023-05-04,2023-05-04,17:44:29,17:49:00,10997.0,2435000.0,"4,517",139.2,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3516970,2023-05-05,2023-05-05,13:17:27,13:35:04,69882.0,3967000.0,"17,617",139.5,136.6,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3518288,2023-05-05,2023-05-05,16:44:28,16:51:00,15572.0,2383000.0,"6,533",102.0,99.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518348,2023-05-05,2023-05-05,16:56:28,16:58:01,3100.0,2000000.0,"1,550",109.5,107.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518377,2023-05-05,2023-05-05,17:02:28,17:04:00,5060.0,3300000.0,"1,533",116.0,112.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518534,2023-05-05,2023-05-05,17:51:27,17:53:00,3255.0,2100000.0,"1,550",116.2,114.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518592,2023-05-05,2023-05-05,18:23:27,18:26:02,5710.0,2210000.0,"2,583",139.5,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3517996,2023-05-05,2023-05-05,15:54:27,15:57:00,8715.0,3418000.0,"2,550",134.1,130.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521741,2023-05-09,2023-05-09,07:57:27,08:05:11,18908.0,2445000.0,"7,733",135.6,133.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515705,2023-05-04,2023-05-04,17:08:30,17:14:00,11888.0,2162000.0,"5,500",103.6,101.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3515799,2023-05-04,2023-05-04,17:21:28,17:25:03,7525.0,2100000.0,"3,583",115.8,113.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3516755,2023-05-05,2023-05-05,12:32:28,12:34:00,3373.0,2200000.0,"1,533",138.0,135.8,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3517597,2023-05-05,2023-05-05,14:55:27,14:57:00,3875.0,2500000.0,"1,550",132.9,130.4,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3518068,2023-05-05,2023-05-05,16:04:28,16:16:02,28030.0,2423000.0,"11,567",116.0,113.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518324,2023-05-05,2023-05-05,16:52:28,17:02:00,20910.0,2193000.0,"9,533",99.6,97.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518356,2023-05-05,2023-05-05,16:58:27,17:04:00,11830.0,2132000.0,"5,550",108.9,106.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518392,2023-05-05,2023-05-05,17:04:28,17:08:00,7767.0,2198000.0,"3,533",115.8,113.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518600,2023-05-05,2023-05-05,18:26:26,18:46:02,67913.0,3465000.0,"19,600",139.5,136.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3519559,2023-05-08,2023-05-08,07:32:32,07:38:00,13955.0,2553000.0,"5,467",159.7,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3519619,2023-05-08,2023-05-08,07:41:26,07:48:00,20128.0,3065000.0,"6,567",135.2,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515451,2023-05-04,2023-05-04,16:28:28,16:45:04,55272.0,3330000.0,"16,600",135.3,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515618,2023-05-04,2023-05-04,16:54:28,16:56:02,3603.0,2300000.0,"1,567",102.6,100.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518330,2023-05-05,2023-05-05,16:53:28,16:55:03,3167.0,2000000.0,"1,583",110.8,108.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518393,2023-05-05,2023-05-05,17:04:28,17:30:04,65880.0,2573000.0,"25,600",107.4,105.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518498,2023-05-05,2023-05-05,17:36:27,17:38:00,3100.0,2000000.0,"1,550",97.4,95.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518499,2023-05-05,2023-05-05,17:36:27,18:16:00,188515.0,4766000.0,"39,550",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3520709,2023-05-08,2023-05-08,16:50:28,17:25:03,143783.0,4158000.0,"34,583",118.1,114.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3517147,2023-05-05,2023-05-05,13:46:27,13:48:00,5115.0,3300000.0,"1,550",139.7,136.4,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3519628,2023-05-08,2023-05-08,07:43:26,08:00:11,57323.0,3422000.0,"16,750",140.1,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515631,2023-05-04,2023-05-04,16:56:28,17:09:00,33943.0,2708000.0,"12,533",116.0,113.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3515632,2023-05-04,2023-05-04,16:56:28,17:01:00,10737.0,2368000.0,"4,533",102.1,99.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
