NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Route
3517391,2023-05-05,2023-05-05,14:23:28,14:26:00,10382.0,4098000.0,"2,533",139.5,135.6,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3518458,2023-05-05,2023-05-05,17:22:28,17:24:00,3220.0,2100000.0,"1,533",110.9,108.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3521095,2023-05-08,2023-05-08,17:49:28,17:53:00,7890.0,2233000.0,"3,533",141.5,139.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515998,2023-05-04,2023-05-04,17:49:28,17:54:00,9897.0,2183000.0,"4,533",137.8,135.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3516778,2023-05-05,2023-05-05,12:38:27,12:42:00,9080.0,2558000.0,"3,550",136.0,133.0,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3518410,2023-05-05,2023-05-05,17:09:27,17:21:02,39028.0,3369000.0,"11,583",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3519454,2023-05-08,2023-05-08,07:10:25,07:32:00,67992.0,3150000.0,"21,583",139.7,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521492,2023-05-09,2023-05-09,07:26:25,07:33:00,16087.0,2444000.0,"6,583",135.3,133.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521549,2023-05-09,2023-05-09,07:37:26,07:52:01,41220.0,2827000.0,"14,583",136.4,133.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515914,2023-05-04,2023-05-04,17:37:28,17:39:00,3067.0,2000000.0,"1,533",133.4,131.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3517842,2023-05-05,2023-05-05,15:32:28,16:05:04,100325.0,3077000.0,"32,600",117.7,114.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3518178,2023-05-05,2023-05-05,16:23:28,16:26:02,8663.0,3375000.0,"2,567",133.8,130.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3518568,2023-05-05,2023-05-05,18:07:27,18:29:00,99168.0,4602000.0,"21,550",139.9,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3518629,2023-05-05,2023-05-05,18:52:26,18:56:02,8127.0,2257000.0,"3,600",138.0,135.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521751,2023-05-09,2023-05-09,07:58:27,08:02:01,9118.0,2557000.0,"3,567",159.6,157.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521787,2023-05-09,2023-05-09,08:02:27,08:12:01,26532.0,2773000.0,"9,567",157.2,153.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521788,2023-05-09,2023-05-09,08:02:27,08:04:00,3410.0,2200000.0,"1,550",139.5,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3520599,2023-05-08,2023-05-08,16:32:29,16:37:00,10080.0,2232000.0,"4,517",115.7,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3516007,2023-05-04,2023-05-04,17:50:28,18:14:00,99128.0,4212000.0,"23,533",107.5,104.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3516095,2023-05-04,2023-05-04,18:11:28,18:20:04,27028.0,3143000.0,"8,600",135.8,131.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515923,2023-05-04,2023-05-04,17:38:29,17:47:01,30857.0,3616000.0,"8,533",102.5,98.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3517173,2023-05-05,2023-05-05,13:50:27,13:52:00,3100.0,2000000.0,"1,550",140.3,138.3,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3517899,2023-05-05,2023-05-05,15:41:28,15:43:00,4753.0,3100000.0,"1,533",133.5,130.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3520855,2023-05-08,2023-05-08,17:12:28,17:16:02,8800.0,2467000.0,"3,567",115.7,113.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3519749,2023-05-08,2023-05-08,08:00:26,08:02:01,3483.0,2200000.0,"1,583",133.9,131.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515752,2023-05-04,2023-05-04,17:14:28,17:18:00,7433.0,2104000.0,"3,533",139.7,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515753,2023-05-04,2023-05-04,17:14:28,17:16:00,2760.0,1800000.0,"1,533",101.3,99.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3515841,2023-05-04,2023-05-04,17:27:28,17:52:00,82955.0,3381000.0,"24,533",139.8,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515929,2023-05-04,2023-05-04,17:39:28,17:41:02,5640.0,3600000.0,"1,567",134.8,131.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3517411,2023-05-05,2023-05-05,14:26:27,17:49:00,1557757.0,7691000.0,"202,550",140.2,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3520920,2023-05-08,2023-05-08,17:21:28,17:47:00,71288.0,2792000.0,"25,533",108.6,106.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3520958,2023-05-08,2023-05-08,17:25:28,17:32:00,26978.0,4129000.0,"6,533",113.7,109.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3521003,2023-05-08,2023-05-08,17:32:29,17:34:00,3033.0,2000000.0,"1,517",111.5,109.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3521029,2023-05-08,2023-05-08,17:36:28,17:45:03,26513.0,3089000.0,"8,583",113.9,111.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3521066,2023-05-08,2023-05-08,17:43:28,18:05:03,78928.0,3657000.0,"21,583",115.8,113.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3519693,2023-05-08,2023-05-08,07:53:27,07:55:07,3333.0,2000000.0,"1,667",159.2,157.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521473,2023-05-09,2023-05-09,07:23:25,07:38:00,40477.0,2776000.0,"14,583",158.7,156.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515847,2023-05-04,2023-05-04,17:28:28,17:37:00,28977.0,3396000.0,"8,533",135.8,131.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3519725,2023-05-08,2023-05-08,07:57:26,08:06:01,22992.0,2679000.0,"8,583",138.1,136.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3519791,2023-05-08,2023-05-08,08:07:27,08:19:01,30942.0,2675000.0,"11,567",154.3,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521561,2023-05-09,2023-05-09,07:38:26,07:43:00,9705.0,2125000.0,"4,567",154.5,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3516031,2023-05-04,2023-05-04,17:55:28,18:04:00,22695.0,2660000.0,"8,533",135.2,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3517111,2023-05-05,2023-05-05,13:39:27,14:05:03,93407.0,3649000.0,"25,600",133.8,130.9,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3517187,2023-05-05,2023-05-05,13:52:27,14:41:00,257860.0,5311000.0,"48,550",140.3,137.5,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3518212,2023-05-05,2023-05-05,16:28:27,16:51:00,79225.0,3513000.0,"22,550",117.6,115.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3520451,2023-05-08,2023-05-08,16:03:27,16:17:00,34585.0,2552000.0,"13,550",137.7,135.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3516032,2023-05-04,2023-05-04,17:55:28,17:57:00,3220.0,2100000.0,"1,533",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3516736,2023-05-05,2023-05-05,12:28:27,12:30:04,3557.0,2200000.0,"1,617",139.4,137.2,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3517353,2023-05-05,2023-05-05,14:18:27,14:23:00,12737.0,2799000.0,"4,550",139.3,137.0,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3518132,2023-05-05,2023-05-05,16:14:27,16:38:00,56802.0,2412000.0,"23,550",104.2,101.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3521768,2023-05-09,2023-05-09,08:00:27,08:02:01,3917.0,2500000.0,"1,567",140.2,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3520663,2023-05-08,2023-05-08,16:42:27,16:44:00,3875.0,2500000.0,"1,550",135.9,133.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515683,2023-05-04,2023-05-04,17:05:29,17:07:00,3033.0,2000000.0,"1,517",139.4,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3515771,2023-05-04,2023-05-04,17:17:29,17:22:00,8563.0,1896000.0,"4,517",100.6,98.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3516038,2023-05-04,2023-05-04,17:57:28,17:59:00,3373.0,2200000.0,"1,533",139.4,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3516121,2023-05-04,2023-05-04,18:24:27,18:26:00,3255.0,2100000.0,"1,550",133.2,131.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3518227,2023-05-05,2023-05-05,16:31:27,16:33:00,5580.0,3600000.0,"1,550",134.0,130.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3520588,2023-05-08,2023-05-08,16:31:28,16:40:03,20805.0,2424000.0,"8,583",135.0,131.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3521021,2023-05-08,2023-05-08,17:35:28,17:38:00,5498.0,2170000.0,"2,533",110.7,108.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3515594,2023-05-04,2023-05-04,16:50:29,17:27:00,135255.0,3704000.0,"36,517",139.7,137.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560763,2023-05-31,2023-05-31,08:08:27,08:45:03,129322.0,3533000.0,"36,600",159.6,156.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561296,2023-05-31,2023-05-31,14:18:28,14:34:00,64987.0,4184000.0,"15,533",140.2,135.1,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3561839,2023-05-31,2023-05-31,16:34:29,17:04:01,92163.0,3121000.0,"29,533",115.5,113.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3562019,2023-05-31,2023-05-31,16:58:29,17:02:00,7788.0,2215000.0,"3,517",115.4,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3562413,2023-05-31,2023-05-31,17:49:29,18:03:00,35567.0,2631000.0,"13,517",116.1,113.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3559957,2023-05-30,2023-05-30,17:36:30,18:13:01,100935.0,2764000.0,"36,517",135.9,133.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562035,2023-05-31,2023-05-31,17:00:29,17:10:05,29458.0,3069000.0,"9,600",139.6,135.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562231,2023-05-31,2023-05-31,17:24:29,17:28:00,14782.0,4203000.0,"3,517",138.1,133.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560221,2023-05-30,2023-05-30,18:10:29,18:12:01,3067.0,2000000.0,"1,533",112.6,110.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560588,2023-05-31,2023-05-31,07:35:26,07:38:00,5487.0,2138000.0,"2,567",136.2,134.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561322,2023-05-31,2023-05-31,14:34:28,14:47:00,35550.0,2836000.0,"12,533",138.0,135.6,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3561629,2023-05-31,2023-05-31,16:07:29,16:09:00,3488.0,2300000.0,"1,517",135.1,132.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562188,2023-05-31,2023-05-31,17:18:29,17:37:01,81315.0,4388000.0,"18,533",113.9,109.4,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3559721,2023-05-30,2023-05-30,17:13:29,17:15:04,3483.0,2200000.0,"1,583",107.7,105.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3559884,2023-05-30,2023-05-30,17:28:29,17:33:01,12080.0,2665000.0,"4,533",139.7,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3559971,2023-05-30,2023-05-30,17:37:29,17:40:05,5258.0,2022000.0,"2,600",139.8,137.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561311,2023-05-31,2023-05-31,14:28:28,14:34:00,12925.0,2336000.0,"5,533",139.2,136.9,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3561859,2023-05-31,2023-05-31,16:36:29,16:38:00,3033.0,2000000.0,"1,517",100.3,98.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3562065,2023-05-31,2023-05-31,17:03:29,17:16:03,50720.0,4036000.0,"12,567",115.1,111.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560138,2023-05-30,2023-05-30,17:56:29,17:59:00,5357.0,2128000.0,"2,517",118.0,115.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3561646,2023-05-31,2023-05-31,16:09:28,16:12:00,5067.0,2000000.0,"2,533",134.3,132.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562253,2023-05-31,2023-05-31,17:27:29,17:40:04,42117.0,3347000.0,"12,583",115.8,112.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3561950,2023-05-31,2023-05-31,16:48:29,16:50:04,4275.0,2700000.0,"1,583",134.3,131.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562378,2023-05-31,2023-05-31,17:44:29,17:49:01,20797.0,4588000.0,"4,533",113.6,109.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3559989,2023-05-30,2023-05-30,17:38:29,17:42:01,9733.0,2755000.0,"3,533",115.2,112.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560155,2023-05-30,2023-05-30,17:59:29,18:01:00,3488.0,2300000.0,"1,517",137.2,134.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562379,2023-05-31,2023-05-31,17:44:29,17:55:04,23358.0,2207000.0,"10,583",139.7,137.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3559571,2023-05-30,2023-05-30,16:55:30,16:59:00,7770.0,2220000.0,"3,500",118.0,115.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560161,2023-05-30,2023-05-30,18:00:29,18:03:00,7460.0,2964000.0,"2,517",115.9,112.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560521,2023-05-31,2023-05-31,07:13:25,08:28:30,332663.0,4431000.0,"75,083",161.2,158.7,A,50,A50,ascending,Oss,Arnhem,Defective vehicle(s),E-A
3559829,2023-05-30,2023-05-30,17:23:29,17:25:05,3680.0,2300000.0,"1,600",120.2,117.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560714,2023-05-31,2023-05-31,07:58:27,08:00:06,4290.0,2600000.0,"1,650",152.5,150.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561601,2023-05-31,2023-05-31,16:04:28,16:07:00,5143.0,2030000.0,"2,533",135.7,133.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561810,2023-05-31,2023-05-31,16:31:29,16:33:00,3337.0,2200000.0,"1,517",101.4,99.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3562469,2023-05-31,2023-05-31,18:00:29,18:02:00,3640.0,2400000.0,"1,517",108.3,105.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3559677,2023-05-30,2023-05-30,17:08:29,17:10:04,3325.0,2100000.0,"1,583",136.9,134.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560636,2023-05-31,2023-05-31,07:44:26,07:58:00,32732.0,2413000.0,"13,567",152.5,150.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560094,2023-05-30,2023-05-30,17:50:31,17:55:04,13958.0,3068000.0,"4,550",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560022,2023-05-30,2023-05-30,17:41:29,17:49:00,20200.0,2687000.0,"7,517",139.7,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560827,2023-05-31,2023-05-31,08:20:28,08:22:00,3067.0,2000000.0,"1,533",144.7,142.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561760,2023-05-31,2023-05-31,16:24:29,16:39:01,36577.0,2517000.0,"14,533",138.0,136.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3561833,2023-05-31,2023-05-31,16:33:29,16:36:05,7038.0,2707000.0,"2,600",100.9,98.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3559701,2023-05-30,2023-05-30,17:11:29,17:22:00,24308.0,2311000.0,"10,517",136.0,133.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3560291,2023-05-30,2023-05-30,18:27:28,18:30:04,6205.0,2387000.0,"2,600",115.5,113.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3561187,2023-05-31,2023-05-31,12:08:27,14:18:00,601298.0,4641000.0,"129,550",135.6,133.3,A,50,A50,ascending,Oss,Arnhem,spoedreparatie en files buiten spits zonder oorzaak,E-A
3559615,2023-05-30,2023-05-30,17:00:29,17:08:00,17325.0,2305000.0,"7,517",112.1,109.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560037,2023-05-30,2023-05-30,17:42:29,18:07:00,136693.0,5576000.0,"24,517",113.9,108.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560301,2023-05-30,2023-05-30,18:32:28,18:34:00,3987.0,2600000.0,"1,533",115.7,113.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3560842,2023-05-31,2023-05-31,08:23:28,08:25:04,2400.0,1500000.0,"1,600",143.9,142.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3562009,2023-05-31,2023-05-31,16:57:29,17:00:08,5905.0,2228000.0,"2,650",139.7,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3554483,2023-05-26,2023-05-26,16:54:29,17:03:01,34335.0,4024000.0,"8,533",115.8,112.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3554578,2023-05-26,2023-05-26,17:02:30,17:06:03,8935.0,2517000.0,"3,550",106.8,104.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3554762,2023-05-26,2023-05-26,17:19:29,17:51:02,126935.0,4023000.0,"31,550",119.5,117.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3555131,2023-05-26,2023-05-26,17:55:28,18:29:00,86977.0,2594000.0,"33,533",100.4,98.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3553760,2023-05-26,2023-05-26,15:48:29,15:50:04,3642.0,2300000.0,"1,583",115.8,113.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3553944,2023-05-26,2023-05-26,16:04:29,16:07:00,5537.0,2200000.0,"2,517",113.4,111.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3554399,2023-05-26,2023-05-26,16:47:30,16:49:00,4200.0,2800000.0,"1,500",116.0,113.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3555502,2023-05-26,2023-05-26,18:54:27,19:17:00,74458.0,3302000.0,"22,550",139.4,137.2,A,50,A50,ascending,Oss,Arnhem,Traffic jam outside rush hour (no cause reported),E-A
3554855,2023-05-26,2023-05-26,17:28:29,17:32:00,12433.0,3536000.0,"3,517",134.8,131.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3554138,2023-05-26,2023-05-26,16:23:29,16:29:00,18850.0,3417000.0,"5,517",114.3,112.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3555440,2023-05-26,2023-05-26,18:40:28,18:45:04,15320.0,3330000.0,"4,600",139.6,136.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3553867,2023-05-26,2023-05-26,15:57:29,18:45:04,1234583.0,7367000.0,"167,583",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3554241,2023-05-26,2023-05-26,16:32:29,16:35:03,6970.0,2716000.0,"2,567",115.2,112.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3553783,2023-05-26,2023-05-26,15:50:29,15:52:00,3337.0,2200000.0,"1,517",115.2,113.0,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3554424,2023-05-26,2023-05-26,16:49:29,16:53:01,8055.0,2280000.0,"3,533",110.6,108.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3554425,2023-05-26,2023-05-26,16:49:29,16:52:00,5207.0,2069000.0,"2,517",115.8,113.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3554525,2023-05-26,2023-05-26,16:57:30,17:00:05,7342.0,2842000.0,"2,583",134.2,131.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3555348,2023-05-26,2023-05-26,18:22:28,18:26:02,9963.0,2793000.0,"3,567",134.6,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3555462,2023-05-26,2023-05-26,18:45:28,18:47:00,5520.0,3600000.0,"1,533",139.2,135.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3559296,2023-05-30,2023-05-30,16:24:29,16:27:00,6485.0,2577000.0,"2,517",103.5,100.9,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3553508,2023-05-26,2023-05-26,15:26:28,15:57:01,121145.0,3965000.0,"30,550",139.7,137.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3553699,2023-05-26,2023-05-26,15:43:29,15:45:05,6560.0,4100000.0,"1,600",139.7,135.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3554062,2023-05-26,2023-05-26,16:16:30,16:24:00,26208.0,3494000.0,"7,500",139.6,136.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
